time,f0,confidence,loudness
83.04,526.7582852790817,0.9546517,-11.807983793553637
83.05,525.8925746320065,0.9582539,-11.789407340916046
83.06,525.1262798701251,0.9629615,-11.847363910354346
83.07,524.821498599107,0.9605607,-11.933717215034873
83.08,524.3263652893445,0.95383596,-12.013986545476826
83.09,523.7003465788565,0.94006014,-12.0664936254292
83.1,524.0467188893417,0.93994504,-12.076954250200346
83.11,524.7964627987296,0.93809855,-12.126505468081628
83.12,527.1374267325092,0.895908,-12.228295739572076
83.13,528.5136875840058,0.83327603,-12.347271625126135
83.14,529.0080173577559,0.7731782,-12.379033146619651
83.15,528.2408853068865,0.68798006,-12.34680496121056
83.16,528.7516042808044,0.4096468,-12.366717130706295
83.17,527.5209690112526,0.091136664,-12.407574227876633
